ags,name,bundesland_id,bundesland,bevoelkerung_total,bevoelkerung_maennlich,bevoelkerung_weiblich,mj_wohnort_insgesamt,mj_wohnort_ausschliesslich,mj_wohnort_nebenjob,mj_arbeitsort_insgesamt,mj_arbeitsort_ausschliesslich,mj_arbeitsort_nebenjob,mj_wohnort_insgesamt_prozent,mj_wohnort_ausschliesslich_prozent,mj_wohnort_nebenjob_prozent,mj_arbeitsort_insgesamt_prozent,mj_arbeitsort_ausschliesslich_prozent,mj_arbeitsort_nebenjob_prozent
09678164,"Oberschwarzach, M",09,Bayern,1388,716,672,110,74,36,80,46,34,7.9,5.3,2.6,5.8,3.3,2.4
09678183,Sulzheim,09,Bayern,2069,1101,968,160,104,56,99,60,39,7.7,5.0,2.7,4.8,2.9,1.9
09678175,Schwanfeld,09,Bayern,1809,900,909,169,115,54,126,82,44,9.3,6.4,3.0,7.0,4.5,2.4
09678196,Wipfeld,09,Bayern,1057,518,539,101,74,27,78,52,26,9.6,7.0,2.6,7.4,4.9,2.5
09679126,Eisingen,09,Bayern,3372,1655,1717,356,219,137,259,181,78,10.6,6.5,4.1,7.7,5.4,2.3
09679134,Gaukönigshofen,09,Bayern,2508,1305,1203,266,166,100,110,62,48,10.6,6.6,4.0,4.4,2.5,1.9
09679136,Gerbrunn,09,Bayern,6235,3053,3182,644,438,206,352,215,137,10.3,7.0,3.3,5.6,3.4,2.2
09679142,Güntersleben,09,Bayern,4403,2166,2237,434,229,205,194,99,95,9.9,5.2,4.7,4.4,2.2,2.2
09679143,Hausen b.Würzburg,09,Bayern,2429,1232,1197,254,159,95,170,121,49,10.5,6.5,3.9,7.0,5.0,2.0
09679147,"Höchberg, M",09,Bayern,9329,4474,4855,826,536,290,668,448,220,8.9,5.7,3.1,7.2,4.8,2.4
09679155,Kleinrinderfeld,09,Bayern,2089,1084,1005,231,138,93,110,71,39,11.1,6.6,4.5,5.3,3.4,1.9
09679156,Kürnach,09,Bayern,4796,2320,2476,413,265,148,365,242,123,8.6,5.5,3.1,7.6,5.0,2.6
09679164,"Neubrunn, M",09,Bayern,2243,1137,1106,222,149,73,150,109,41,9.9,6.6,3.3,6.7,4.9,1.8
09679170,"Ochsenfurt, St",09,Bayern,11155,5515,5640,1179,760,419,961,613,348,10.6,6.8,3.8,8.6,5.5,3.1
