ags,name,bundesland_id,bundesland,bevoelkerung_total,bevoelkerung_maennlich,bevoelkerung_weiblich,mj_wohnort_insgesamt,mj_wohnort_ausschliesslich,mj_wohnort_nebenjob,mj_arbeitsort_insgesamt,mj_arbeitsort_ausschliesslich,mj_arbeitsort_nebenjob,mj_wohnort_insgesamt_prozent,mj_wohnort_ausschliesslich_prozent,mj_wohnort_nebenjob_prozent,mj_arbeitsort_insgesamt_prozent,mj_arbeitsort_ausschliesslich_prozent,mj_arbeitsort_nebenjob_prozent
07336001,Adenbach,07,Rheinland-Pfalz,142,67,75,16,10,6,-1,-1,-1,11.3,7.0,4.2,-0.7,,
07336005,Aschbach,07,Rheinland-Pfalz,331,171,160,43,26,17,7,-1,-1,13.0,7.9,5.1,2.1,,
07336012,Buborn,07,Rheinland-Pfalz,154,87,67,15,9,6,-1,-1,-1,9.7,5.8,3.9,-0.6,,
07336013,Cronenberg,07,Rheinland-Pfalz,155,75,80,14,11,3,-1,-1,-1,9.0,7.1,1.9,-0.6,,
07336014,Deimberg,07,Rheinland-Pfalz,99,51,48,10,-1,-1,3,-1,-1,10.1,,,3.0,,
07336019,Einöllen,07,Rheinland-Pfalz,417,202,215,43,29,14,-1,-1,-1,10.3,7.0,3.4,-0.2,,
07336023,Eßweiler,07,Rheinland-Pfalz,427,223,204,33,25,8,-1,-1,-1,7.7,5.9,1.9,-0.2,,
07336029,Ginsweiler,07,Rheinland-Pfalz,319,169,150,27,17,10,-1,-1,-1,8.5,5.3,3.1,-0.3,,
07336030,Glanbrücken,07,Rheinland-Pfalz,485,249,236,62,49,13,-1,-1,-1,12.8,10.1,2.7,-0.2,,
07336033,Grumbach,07,Rheinland-Pfalz,479,238,241,47,32,15,-1,-1,-1,9.8,6.7,3.1,-0.2,,
07336035,Hausweiler,07,Rheinland-Pfalz,47,29,18,7,-1,-1,-1,n/a,-1,14.9,,,-2.1,,
07336036,Hefersweiler,07,Rheinland-Pfalz,521,255,266,42,28,14,16,10,6,8.1,5.4,2.7,3.1,1.9,1.2
07336038,Heinzenhausen,07,Rheinland-Pfalz,264,131,133,21,15,6,-1,-1,-1,8.0,5.7,2.3,-0.4,,
07336040,Herren-Sulzbach,07,Rheinland-Pfalz,154,79,75,18,15,3,-1,-1,n/a,11.7,9.7,1.9,-0.6,,
07336042,Hinzweiler,07,Rheinland-Pfalz,375,189,186,24,20,4,16,-1,-1,6.4,5.3,1.1,4.3,,
07336043,Hohenöllen,07,Rheinland-Pfalz,347,179,168,40,30,10,10,10,n/a,11.5,8.6,2.9,2.9,2.9,
07336044,Homberg,07,Rheinland-Pfalz,203,99,104,20,17,3,-1,-1,-1,9.9,8.4,1.5,-0.5,,
07336045,Hoppstädten,07,Rheinland-Pfalz,290,153,137,37,28,9,-1,-1,-1,12.8,9.7,3.1,-0.3,,
