ags,name,bundesland_id,bundesland,bevoelkerung_total,bevoelkerung_maennlich,bevoelkerung_weiblich,mj_wohnort_insgesamt,mj_wohnort_ausschliesslich,mj_wohnort_nebenjob,mj_arbeitsort_insgesamt,mj_arbeitsort_ausschliesslich,mj_arbeitsort_nebenjob,mj_wohnort_insgesamt_prozent,mj_wohnort_ausschliesslich_prozent,mj_wohnort_nebenjob_prozent,mj_arbeitsort_insgesamt_prozent,mj_arbeitsort_ausschliesslich_prozent,mj_arbeitsort_nebenjob_prozent
03452022,Rechtsupweg,03,Niedersachsen,2017,1041,976,194,152,42,50,36,14,9.6,7.5,2.1,2.5,1.8,0.7
03452024,Upgant-Schott,03,Niedersachsen,3845,1926,1919,387,299,88,177,147,30,10.1,7.8,2.3,4.6,3.8,0.8
03452026,Wirdum,03,Niedersachsen,1057,521,536,110,85,25,41,32,9,10.4,8.0,2.4,3.9,3.0,0.9
03452003,Berumbur,03,Niedersachsen,2700,1337,1363,244,193,51,160,132,28,9.0,7.1,1.9,5.9,4.9,1.0
03452008,"Hage, Flecken",03,Niedersachsen,6221,2983,3238,522,410,112,411,322,89,8.4,6.6,1.8,6.6,5.2,1.4
03452009,Hagermarsch,03,Niedersachsen,431,225,206,21,-1,-1,-1,-1,-1,4.9,,,-0.2,,
03452010,Halbemond,03,Niedersachsen,995,498,497,108,83,25,-1,-1,-1,10.9,8.3,2.5,-0.1,,
03452016,Lütetsburg,03,Niedersachsen,753,362,391,80,53,27,82,50,32,10.6,7.0,3.6,10.9,6.6,4.2
03453001,Barßel,03,Niedersachsen,12714,6362,6352,1405,985,420,1027,738,289,11.1,7.7,3.3,8.1,5.8,2.3
03453002,Bösel,03,Niedersachsen,7725,3943,3782,956,613,343,805,528,277,12.4,7.9,4.4,10.4,6.8,3.6
03453003,Cappeln (Oldenburg),03,Niedersachsen,6821,3600,3221,800,538,262,452,318,134,11.7,7.9,3.8,6.6,4.7,2.0
03453004,"Cloppenburg, Stadt",03,Niedersachsen,33798,16601,17197,3802,2594,1208,4660,3287,1373,11.2,7.7,3.6,13.8,9.7,4.1
03453005,Emstek,03,Niedersachsen,11855,6104,5751,1390,929,461,1211,796,415,11.7,7.8,3.9,10.2,6.7,3.5
03453006,Essen (Oldenburg),03,Niedersachsen,8676,4570,4106,965,628,337,720,482,238,11.1,7.2,3.9,8.3,5.6,2.7
03453007,"Friesoythe, Stadt",03,Niedersachsen,21918,11044,10874,2402,1693,709,2579,1805,774,11.0,7.7,3.2,11.8,8.2,3.5
03453008,Garrel,03,Niedersachsen,14634,7425,7209,1751,1163,588,1829,1146,683,12.0,7.9,4.0,12.5,7.8,4.7
03453009,Lastrup,03,Niedersachsen,6902,3540,3362,785,523,262,639,400,239,11.4,7.6,3.8,9.3,5.8,3.5
03453010,Lindern (Oldenburg),03,Niedersachsen,4709,2385,2324,537,386,151,476,339,137,11.4,8.2,3.2,10.1,7.2,2.9
03453011,"Löningen, Stadt",03,Niedersachsen,13270,6704,6566,1500,1041,459,1324,936,388,11.3,7.8,3.5,10.0,7.1,2.9
03453012,Molbergen,03,Niedersachsen,8429,4303,4126,871,607,264,790,526,264,10.3,7.2,3.1,9.4,6.2,3.1
03453013,Saterland,03,Niedersachsen,13283,6693,6590,1452,1023,429,1183,822,361,10.9,7.7,3.2,8.9,6.2,2.7
03454010,Emsbüren,03,Niedersachsen,9939,5023,4916,1297,930,367,1233,877,356,13.0,9.4,3.7,12.4,8.8,3.6
03454014,Geeste,03,Niedersachsen,11231,5779,5452,1337,942,395,943,654,289,11.9,8.4,3.5,8.4,5.8,2.6
03454018,"Haren (Ems), Stadt",03,Niedersachsen,23545,11898,11647,2955,2148,807,2658,1960,698,12.6,9.1,3.4,11.3,8.3,3.0
03454019,"Haselünne, Stadt",03,Niedersachsen,12656,6319,6337,1680,1190,490,1582,1152,430,13.3,9.4,3.9,12.5,9.1,3.4
